x
1587	TTC26
1588	SLC12A8
1589	MYO5A
1590	LINC00507
1591	ZC3H7B
1592	C11orf58
1593	RIC1
1594	RPS19
1595	PHF20
1596	AJAP1
1597	PLEKHB2
1598	SOCS5
1599	SRPX2
1600	SNHG12
1601	MTMR11
1602	ITPRIPL2
1603	AK5
1604	KPNA4
1605	KIAA0825
1606	LOC105370109
1607	CRYM
1608	PLCD4
1609	NFX1
1610	EDC4
1611	MPZL1
1612	CNN3
1613	LINC01620
1614	TCP11L2
1615	DUSP18
1616	TRIO
1617	KANK1
1618	COQ3
1619	APLP2
1620	TMEM232
1621	FBXL16
1622	MAP7D3
1623	TCF7L1
1624	ZNF483
1625	CNPY2
1626	SLC9A5
1627	CBX7
1628	SIGLEC6
1629	RUFY3
1630	CACNG8
1631	ZSWIM9
1632	KLHL26
1633	UBE3C
1634	SLC25A15
1635	SLC12A5
1636	MRPL41
1637	ANKH
1638	CREB1
1639	AIG1
1640	DUSP8
1641	CNKSR2
1642	FBXO5
1643	STX1B
1644	SRPK2
1645	SUPT3H
1646	DAGLB
1647	GAK
1648	CCNB2
1649	GNG7
1650	DNHD1
1651	CABP4
1652	PLEKHG3
